Product ID,failure_pred,failure_prob
L50896,0,0.9927432214847511
L53866,0,0.9927432214847511
L50498,0,0.9927432214847511
M21232,0,0.9927432214847511
M19751,0,0.9927432214847511
L49438,0,0.9927432214847511
L50286,0,0.9899116866905194
L52589,0,0.9927432214847511
H37110,0,0.9927432214847511
L54886,0,0.9927432214847511
L53059,0,0.9927432214847511
L53774,0,0.9927432214847511
L55446,0,0.9927432214847511
L53162,0,0.9927432214847511
H39207,0,0.9927432214847511
L54230,0,0.9927432214847511
L53281,0,0.9927432214847511
L52914,1,0.047859545170410134
L54235,0,0.9927432214847511
L55097,0,0.9927432214847511
L53941,0,0.9927432214847511
L49385,0,0.9927432214847511
L54008,0,0.9927432214847511
L53337,0,0.9742234191711203
L53866,0,0.9927432214847511
M23754,0,0.9927432214847511
L54839,0,0.9927432214847511
L52311,0,0.9927432214847511
M17660,0,0.9927432214847511
L52702,0,0.9927432214847511
M19157,0,0.9899116866905194
L54272,0,0.9905603626994905
L53789,0,0.9927432214847511
L49054,0,0.9843744166272853
H33443,0,0.9881477670232238
L55348,0,0.9927432214847511
L48284,0,0.9927432214847511
L50888,0,0.9927432214847511
L57029,0,0.9927432214847511
M18281,0,0.9927432214847511
L53358,0,0.9927432214847511
L53158,0,0.9927432214847511
L51621,0,0.9927432214847511
L50200,0,0.9899116866905194
L56242,0,0.9927432214847511
L55123,0,0.9927432214847511
M18047,0,0.9927432214847511
H33435,0,0.9897250468981913
L52866,0,0.9927432214847511
L48859,0,0.9927432214847511
M23560,0,0.9927432214847511
L56672,0,0.9881477670232238
L50999,0,0.9927432214847511
L52832,0,0.9739750144737845
M17973,0,0.9927432214847511
L49757,0,0.9927432214847511
M17487,0,0.9927432214847511
L54766,0,0.9927432214847511
L56111,0,0.9927432214847511
L50085,0,0.9897250468981913
L56257,0,0.9927432214847511
L52701,0,0.9843744166272853
L49192,0,0.9897250468981913
L47452,0,0.9927432214847511
L54361,0,0.9897250468981913
L47371,0,0.9927432214847511
L55951,0,0.9927432214847511
L52628,0,0.9927432214847511
H32498,0,0.9927432214847511
L56649,0,0.9845563086751326
L49385,0,0.9927432214847511
M15776,0,0.9927432214847511
L55435,0,0.9927432214847511
H34591,0,0.9927432214847511
M19563,0,0.9927432214847511
L48576,0,0.9927432214847511
L52330,0,0.9927432214847511
L56970,0,0.9927432214847511
M15252,0,0.9927432214847511
L49527,0,0.9927432214847511
M16982,0,0.9927432214847511
L47297,0,0.9927432214847511
L50606,0,0.9927432214847511
M16370,0,0.9927432214847511
H33781,0,0.9927432214847511
L56397,0,0.9927432214847511
M21483,0,0.9927432214847511
L57070,0,0.9927432214847511
M16052,0,0.9927432214847511
L54577,0,0.9927432214847511
M24851,0,0.9927432214847511
M19041,0,0.9927432214847511
L55508,0,0.9927432214847511
L56192,0,0.9927432214847511
L56161,0,0.9927432214847511
L56536,0,0.9927432214847511
H32205,0,0.9927432214847511
L49730,0,0.9927432214847511
L50199,0,0.9927432214847511
H38244,0,0.9927432214847511
L53561,0,0.9927432214847511
M22001,0,0.9897250468981913
L55669,0,0.9927432214847511
M17794,0,0.9927432214847511
M21371,0,0.9897250468981913
L55232,0,0.9927432214847511
L55275,0,0.9927432214847511
M18375,0,0.9927432214847511
L54514,0,0.9927432214847511
L55334,0,0.9927432214847511
L56947,0,0.9927432214847511
L50157,0,0.9927432214847511
L54505,0,0.9927432214847511
L53676,0,0.9927432214847511
L54207,0,0.9927432214847511
M21304,0,0.9927432214847511
H36114,0,0.9927432214847511
M17132,0,0.9927432214847511
L52995,0,0.9927432214847511
L53986,0,0.9927432214847511
M18784,0,0.9927432214847511
M17132,0,0.9927432214847511
H38289,0,0.9927432214847511
L55218,0,0.9927432214847511
L55779,0,0.9905603626994905
L54810,0,0.9927432214847511
L54222,0,0.9845563086751326
H34462,0,0.9927432214847511
L55218,0,0.9927432214847511
L53135,0,0.9927432214847511
L56170,0,0.9927432214847511
L50587,0,0.9927432214847511
H34783,0,0.9927432214847511
M24538,0,0.9927432214847511
L48817,0,0.9927432214847511
L48894,0,0.9927432214847511
L51740,0,0.9927432214847511
L53245,0,0.9927432214847511
L56007,0,0.9927432214847511
L52052,0,0.9927432214847511
L49953,0,0.9927432214847511
M15169,0,0.9927432214847511
M19264,0,0.9927432214847511
L52562,0,0.9927432214847511
L55619,0,0.9927432214847511
L53152,0,0.9927432214847511
L47922,0,0.9927432214847511
L49680,0,0.9927432214847511
L50166,0,0.9927432214847511
M15924,0,0.9927432214847511
L57008,0,0.9897250468981913
M21993,0,0.9927432214847511
M24201,0,0.9897250468981913
L54209,0,0.9927432214847511
L53824,0,0.9927432214847511
L56041,0,0.9927432214847511
L55016,0,0.9905603626994905
L49941,0,0.9736418764557289
M15586,0,0.9927432214847511
L53585,0,0.9927432214847511
L52846,0,0.9927432214847511
M14882,0,0.9927432214847511
M20841,0,0.9897250468981913
L54828,0,0.9845563086751326
M23185,0,0.9879009596289549
M22511,0,0.9927432214847511
L47465,0,0.9927432214847511
L53620,0,0.9927432214847511
L56162,0,0.9927432214847511
L54253,0,0.9927432214847511
L48325,0,0.9927432214847511
L56822,0,0.9927432214847511
M17778,0,0.9905603626994905
L57160,0,0.9927432214847511
H31955,0,0.9897250468981913
M17043,0,0.9927432214847511
L49868,0,0.9897250468981913
L54170,0,0.9927432214847511
L49210,0,0.9897250468981913
L53004,0,0.9881477670232238
M21924,0,0.9927432214847511
L48726,0,0.9927432214847511
M23130,0,0.9927432214847511
M23527,0,0.9927432214847511
L47892,0,0.9927432214847511
L50573,0,0.9927432214847511
L55483,0,0.9927432214847511
M21288,0,0.9927432214847511
L53730,0,0.9927432214847511
L49662,0,0.9927432214847511
L57001,0,0.9927432214847511
L56059,0,0.9927432214847511
H39336,0,0.9927432214847511
H36399,0,0.9927432214847511
L47416,0,0.9927432214847511
M23751,0,0.9897250468981913
L55695,0,0.9927432214847511
M22710,0,0.9927432214847511
L50039,0,0.9837888274841097
M19160,0,0.9927432214847511
M20933,0,0.9927432214847511
M21922,0,0.9927432214847511
L56376,0,0.9927432214847511
L55763,0,0.9927432214847511
L55950,0,0.9927432214847511
M20212,0,0.9927432214847511
L49855,0,0.9927432214847511
L51769,0,0.9927432214847511
L56352,0,0.9927432214847511
H36250,1,0.03658714772121452
H31072,0,0.9881477670232238
L51183,0,0.9897250468981913
M17626,0,0.9927432214847511
L47333,0,0.9927432214847511
L50408,0,0.9843744166272853
L54368,0,0.9927432214847511
L55230,0,0.9927432214847511
H39169,0,0.9927432214847511
L49573,0,0.9927432214847511
L52110,0,0.9786492272090987
L49085,0,0.9927432214847511
L50553,0,0.9927432214847511
L57118,0,0.9927432214847511
L51575,1,0.041528088551941233
L51137,0,0.9927432214847511
L47435,0,0.9927432214847511
L56906,0,0.9927432214847511
L53478,0,0.9927432214847511
L55583,0,0.9927432214847511
L53554,0,0.9927432214847511
L56403,0,0.9927432214847511
L50966,0,0.9927432214847511
L53770,0,0.9927432214847511
L53271,0,0.9881109043463236
L52888,0,0.9927432214847511
L50342,0,0.9845563086751326
L56101,0,0.9927432214847511
M23604,0,0.9927432214847511
L47319,0,0.9808109720727036
L50821,0,0.9927432214847511
L56667,0,0.9927432214847511
L53162,0,0.9927432214847511
L55512,0,0.9927432214847511
L49957,0,0.9927432214847511
M23294,0,0.9897250468981913
M22987,0,0.9927432214847511
L51220,0,0.9927432214847511
L53263,0,0.9881477670232238
H30090,0,0.9927432214847511
M23169,0,0.9927432214847511
H38897,0,0.9927432214847511
H39306,0,0.9927432214847511
L56869,0,0.9927432214847511
L55853,0,0.9927432214847511
L54986,0,0.9927432214847511
L51908,0,0.9881477670232238
L54982,0,0.9881109043463236
L56907,0,0.9927432214847511
H39303,0,0.9927432214847511
M23774,0,0.9927432214847511
M22245,0,0.9927432214847511
M19597,0,0.9905603626994905
L51758,0,0.9897250468981913
L53345,0,0.9927432214847511
L48006,0,0.9927432214847511
L57152,0,0.9927432214847511
L54235,0,0.9927432214847511
L53076,0,0.9927432214847511
M23720,0,0.9927432214847511
L49061,0,0.9927432214847511
L49764,0,0.9927432214847511
M17973,0,0.9897250468981913
M15349,0,0.9927432214847511
L48489,0,0.9927432214847511
L52112,0,0.9927432214847511
L47647,0,0.9927432214847511
L55149,0,0.9927432214847511
L53202,0,0.9927432214847511
M15767,0,0.9927432214847511
L50363,0,0.9927432214847511
L47359,0,0.9897250468981913
L56425,0,0.9927432214847511
L49209,0,0.9927432214847511
L56199,0,0.9927432214847511
L50620,0,0.9927432214847511
H35949,0,0.9927432214847511
M17657,0,0.9927432214847511
L56716,0,0.9927432214847511
L47584,0,0.9897250468981913
L52558,0,0.9786492272090987
L47427,0,0.9905603626994905
M24081,0,0.9927432214847511
M15279,0,0.9927432214847511
L47616,0,0.9927432214847511
M21604,0,0.9897250468981913
L49077,0,0.9927432214847511
L53503,0,0.9927432214847511
L53184,0,0.9927432214847511
L54071,0,0.9905603626994905
L53335,0,0.9927432214847511
L47897,0,0.9927432214847511
H30792,0,0.9927432214847511
L49478,0,0.9897250468981913
M18462,0,0.9927432214847511
L48897,0,0.9927432214847511
L54766,0,0.9927432214847511
H35640,0,0.9927432214847511
L54827,0,0.9927432214847511
L50763,0,0.9927432214847511
M24309,0,0.9927432214847511
L56895,0,0.9897250468981913
M24711,0,0.9927432214847511
L49054,0,0.9836985607772847
L52597,0,0.9927432214847511
L57131,0,0.9927432214847511
L55017,0,0.9927432214847511
L52484,0,0.9927432214847511
L54040,0,0.9927432214847511
L49087,0,0.9927432214847511
L47351,0,0.9927432214847511
L49688,0,0.9927432214847511
M15131,0,0.9927432214847511
L54159,0,0.9927432214847511
L52937,0,0.9927432214847511
L49478,0,0.9927432214847511
L52316,0,0.9927432214847511
M19232,0,0.9927432214847511
M19269,0,0.9927432214847511
H38515,0,0.9927432214847511
L53699,0,0.9927432214847511
H36081,0,0.9927432214847511
M16449,0,0.9927432214847511
M18293,0,0.9927432214847511
L50106,0,0.9927432214847511
L54082,0,0.9927432214847511
L50899,0,0.9927432214847511
M17771,0,0.9927432214847511
L48834,0,0.9927432214847511
L55142,0,0.9927432214847511
M18080,0,0.9927432214847511
H33555,0,0.9927432214847511
L51419,0,0.9927432214847511
L52773,0,0.9927432214847511
L48182,0,0.9808109720727036
L52347,0,0.9927432214847511
M23295,0,0.9927432214847511
M17294,0,0.9905603626994905
L55258,0,0.9927432214847511
L54759,0,0.9927432214847511
L52965,0,0.9927432214847511
L48143,0,0.9927432214847511
L53132,0,0.9897250468981913
L51457,0,0.9927432214847511
H37078,0,0.9927432214847511
M15201,0,0.9927432214847511
M20973,0,0.9927432214847511
L52072,0,0.9927432214847511
L55934,0,0.9927432214847511
M24351,0,0.9927432214847511
H31906,0,0.9927432214847511
L55983,0,0.9927432214847511
M24201,0,0.9927432214847511
L56320,0,0.9927432214847511
M19569,0,0.9927432214847511
L49741,0,0.9927432214847511
L50583,0,0.9897250468981913
L56272,0,0.9927432214847511
L51117,0,0.9927432214847511
L53893,0,0.9927432214847511
L50708,0,0.9881477670232238
L54759,0,0.9927432214847511
M18535,0,0.9927432214847511
L54973,0,0.9927432214847511
M18808,0,0.9927432214847511
M20667,0,0.9927432214847511
L54579,0,0.9927432214847511
L56682,0,0.9927432214847511
L56591,0,0.9927432214847511
M21604,0,0.9927432214847511
L55275,0,0.9927432214847511
L56314,0,0.9927432214847511
L52460,0,0.9927432214847511
M17132,0,0.9927432214847511
M24098,0,0.9927432214847511
L48588,0,0.9881109043463236
L52866,0,0.9927432214847511
L55790,0,0.9927432214847511
L56204,0,0.9897250468981913
L55659,0,0.9927432214847511
L49148,0,0.9927432214847511
M20275,0,0.9927432214847511
M15062,0,0.9927432214847511
L50217,0,0.9927432214847511
L53139,0,0.9927432214847511
L50377,0,0.9927432214847511
L47854,0,0.9927432214847511
L50665,0,0.9927432214847511
H33908,1,0.041273170421974426
L55621,0,0.9927432214847511
M20807,0,0.9927432214847511
M22333,0,0.9927432214847511
L52436,0,0.9927432214847511
L50223,0,0.9927432214847511
L50021,0,0.9927432214847511
L52255,0,0.9927432214847511
L47380,1,0.05312528175849507
L49401,0,0.9905603626994905
L47780,0,0.9927432214847511
L50043,0,0.9927432214847511
H36556,0,0.9927432214847511
M15545,0,0.9927432214847511
M19284,0,0.9927432214847511
M21435,0,0.9927432214847511
L56661,0,0.9927432214847511
L55217,0,0.9927432214847511
L53233,0,0.9927432214847511
M17212,0,0.9927432214847511
L48345,0,0.9899116866905194
M15293,0,0.9927432214847511
M16486,0,0.9927432214847511
L54979,0,0.9927432214847511
L53837,0,0.9927432214847511
L56612,0,0.9927432214847511
L50225,0,0.9927432214847511
L52437,0,0.9927432214847511
L55852,0,0.9897250468981913
L53037,0,0.9927432214847511
M21431,0,0.9845563086751326
L51373,0,0.9927432214847511
M17227,0,0.9927432214847511
L48129,0,0.9927432214847511
L49402,0,0.9927432214847511
M17148,0,0.9927432214847511
L54355,0,0.9927432214847511
M16543,0,0.9927432214847511
L48211,0,0.9927432214847511
M21491,0,0.9927432214847511
L55518,0,0.9927432214847511
L53429,0,0.9927432214847511
L51492,0,0.9927432214847511
L49619,0,0.9927432214847511
M17591,0,0.9927432214847511
L53162,0,0.9927432214847511
L53655,0,0.9927432214847511
L56781,0,0.9927432214847511
L57089,0,0.9927432214847511
M17955,0,0.9927432214847511
M15361,0,0.9927432214847511
L56922,0,0.9905603626994905
H30492,0,0.9927432214847511
L50595,0,0.9927432214847511
L54518,0,0.9927432214847511
M16884,0,0.9897250468981913
L48545,0,0.9927432214847511
L47290,0,0.9927432214847511
L50579,0,0.9927432214847511
L52914,0,0.9868883437792055
H30676,0,0.9927432214847511
L56334,0,0.9927432214847511
M16716,0,0.9927432214847511
M21644,0,0.9927432214847511
L48027,0,0.9881477670232238
L56957,0,0.9927432214847511
L56314,0,0.9927432214847511
M18581,0,0.9927432214847511
L48781,0,0.9927432214847511
L55255,0,0.9897250468981913
L47523,0,0.9927432214847511
L50948,0,0.9927432214847511
L55127,0,0.9927432214847511
M24079,0,0.9927432214847511
