Product ID,failure_pred,failure_prob
L50896,0,0.9955077931011141
L53866,0,0.9955077931011141
L50498,0,0.9955077931011141
M21232,0,0.9955077931011141
M19751,0,0.9955077931011141
L49438,0,0.9955077931011141
L50286,0,0.9955077931011141
L52589,0,0.9955077931011141
H37110,0,0.9955077931011141
L54886,0,0.9955077931011141
L53059,0,0.9955077931011141
L53774,0,0.9955077931011141
L55446,0,0.9955077931011141
L53162,0,0.9955077931011141
H39207,0,0.9955077931011141
L54230,0,0.9955077931011141
L53281,0,0.9955077931011141
L52914,1,0.0007637049403150797
L54235,0,0.9955077931011141
L55097,0,0.9955077931011141
L53941,0,0.9955077931011141
L49385,0,0.9955077931011141
L54008,0,0.9955077931011141
L53337,0,0.988336840488491
L53866,0,0.9955077931011141
M23754,0,0.9955077931011141
L54839,0,0.9955077931011141
L52311,0,0.9955077931011141
M17660,0,0.9955077931011141
L52702,0,0.9955077931011141
M19157,0,0.9955077931011141
L54272,0,0.9924776988439629
L53789,0,0.9955077931011141
L49054,0,0.988336840488491
H33443,0,0.9921658234736126
L55348,0,0.9955077931011141
L48284,0,0.9955077931011141
L50888,0,0.9955077931011141
L57029,0,0.9955077931011141
M18281,0,0.9955077931011141
L53358,0,0.9955077931011141
L53158,0,0.9955077931011141
L51621,0,0.9955077931011141
L50200,0,0.9955077931011141
L56242,0,0.9955077931011141
L55123,0,0.9955077931011141
M18047,0,0.9955077931011141
H33435,0,0.9924776988439629
L52866,0,0.9955077931011141
L48859,0,0.9955077931011141
M23560,0,0.9955077931011141
L56672,0,0.9921658234736126
L50999,0,0.9955077931011141
L52832,0,0.9064503319638894
M17973,0,0.9955077931011141
L49757,0,0.9955077931011141
M17487,0,0.9955077931011141
L54766,0,0.9955077931011141
L56111,0,0.9955077931011141
L50085,0,0.9924776988439629
L56257,0,0.9955077931011141
L52701,0,0.988336840488491
L49192,0,0.9924776988439629
L47452,0,0.9955077931011141
L54361,0,0.9924776988439629
L47371,0,0.9955077931011141
L55951,0,0.9955077931011141
L52628,0,0.9955077931011141
H32498,0,0.9955077931011141
L56649,0,0.988336840488491
L49385,0,0.9955077931011141
M15776,0,0.9955077931011141
L55435,0,0.9955077931011141
H34591,0,0.9955077931011141
M19563,0,0.9955077931011141
L48576,0,0.9955077931011141
L52330,0,0.9955077931011141
L56970,0,0.9955077931011141
M15252,0,0.9955077931011141
L49527,0,0.9955077931011141
M16982,0,0.9955077931011141
L47297,0,0.9955077931011141
L50606,0,0.9955077931011141
M16370,0,0.9955077931011141
H33781,0,0.9955077931011141
L56397,0,0.9955077931011141
M21483,0,0.9955077931011141
L57070,0,0.9955077931011141
M16052,0,0.9955077931011141
L54577,0,0.9955077931011141
M24851,0,0.9955077931011141
M19041,0,0.9955077931011141
L55508,0,0.9955077931011141
L56192,0,0.9955077931011141
L56161,0,0.9955077931011141
L56536,0,0.9955077931011141
H32205,0,0.9955077931011141
L49730,0,0.9955077931011141
L50199,0,0.9955077931011141
H38244,0,0.9955077931011141
L53561,0,0.9955077931011141
M22001,0,0.9924776988439629
L55669,0,0.9955077931011141
M17794,0,0.9955077931011141
M21371,0,0.9924776988439629
L55232,0,0.9955077931011141
L55275,0,0.9955077931011141
M18375,0,0.9955077931011141
L54514,0,0.9955077931011141
L55334,0,0.9955077931011141
L56947,0,0.9955077931011141
L50157,0,0.9955077931011141
L54505,0,0.9955077931011141
L53676,0,0.9955077931011141
L54207,0,0.9955077931011141
M21304,0,0.9955077931011141
H36114,0,0.9955077931011141
M17132,0,0.9955077931011141
L52995,0,0.9955077931011141
L53986,0,0.9955077931011141
M18784,0,0.9955077931011141
M17132,0,0.9955077931011141
H38289,0,0.9955077931011141
L55218,0,0.9955077931011141
L55779,0,0.9924776988439629
L54810,0,0.9955077931011141
L54222,0,0.988336840488491
H34462,0,0.9955077931011141
L55218,0,0.9955077931011141
L53135,0,0.9955077931011141
L56170,0,0.9955077931011141
L50587,0,0.9955077931011141
H34783,0,0.9955077931011141
M24538,0,0.9955077931011141
L48817,0,0.9955077931011141
L48894,0,0.9955077931011141
L51740,0,0.9955077931011141
L53245,0,0.9955077931011141
L56007,0,0.9955077931011141
L52052,0,0.9955077931011141
L49953,0,0.9955077931011141
M15169,0,0.9955077931011141
M19264,0,0.9955077931011141
L52562,0,0.9955077931011141
L55619,0,0.9955077931011141
L53152,0,0.9955077931011141
L47922,0,0.9955077931011141
L49680,0,0.9955077931011141
L50166,0,0.9955077931011141
M15924,0,0.9955077931011141
L57008,0,0.9924776988439629
M21993,0,0.9955077931011141
M24201,0,0.9924776988439629
L54209,0,0.9955077931011141
L53824,0,0.9955077931011141
L56041,0,0.9955077931011141
L55016,0,0.9924776988439629
L49941,0,0.9064503319638894
M15586,0,0.9955077931011141
L53585,0,0.9955077931011141
L52846,0,0.9955077931011141
M14882,0,0.9955077931011141
M20841,0,0.9924776988439629
L54828,0,0.988336840488491
M23185,0,0.988336840488491
M22511,0,0.9955077931011141
L47465,0,0.9955077931011141
L53620,0,0.9955077931011141
L56162,0,0.9955077931011141
L54253,0,0.9955077931011141
L48325,0,0.9955077931011141
L56822,0,0.9955077931011141
M17778,0,0.9924776988439629
L57160,0,0.9955077931011141
H31955,0,0.9924776988439629
M17043,0,0.9955077931011141
L49868,0,0.9924776988439629
L54170,0,0.9955077931011141
L49210,0,0.9924776988439629
L53004,0,0.9921658234736126
M21924,0,0.9955077931011141
L48726,0,0.9955077931011141
M23130,0,0.9955077931011141
M23527,0,0.9955077931011141
L47892,0,0.9955077931011141
L50573,0,0.9955077931011141
L55483,0,0.9955077931011141
M21288,0,0.9955077931011141
L53730,0,0.9955077931011141
L49662,0,0.9955077931011141
L57001,0,0.9955077931011141
L56059,0,0.9955077931011141
H39336,0,0.9955077931011141
H36399,0,0.9955077931011141
L47416,0,0.9955077931011141
M23751,0,0.9924776988439629
L55695,0,0.9955077931011141
M22710,0,0.9955077931011141
L50039,0,0.9921658234736126
M19160,0,0.9955077931011141
M20933,0,0.9955077931011141
M21922,0,0.9955077931011141
L56376,0,0.9955077931011141
L55763,0,0.9955077931011141
L55950,0,0.9955077931011141
M20212,0,0.9955077931011141
L49855,0,0.9955077931011141
L51769,0,0.9955077931011141
L56352,0,0.9955077931011141
H36250,1,0.0002921691443643626
H31072,0,0.9921658234736126
L51183,0,0.9924776988439629
M17626,0,0.9955077931011141
L47333,0,0.9955077931011141
L50408,0,0.988336840488491
L54368,0,0.9955077931011141
L55230,0,0.9955077931011141
H39169,0,0.9955077931011141
L49573,0,0.9955077931011141
L52110,0,0.988336840488491
L49085,0,0.9955077931011141
L50553,0,0.9955077931011141
L57118,0,0.9955077931011141
L51575,1,0.0004044040596032916
L51137,0,0.9955077931011141
L47435,0,0.9955077931011141
L56906,0,0.9955077931011141
L53478,0,0.9955077931011141
L55583,0,0.9955077931011141
L53554,0,0.9955077931011141
L56403,0,0.9955077931011141
L50966,0,0.9955077931011141
L53770,0,0.9955077931011141
L53271,0,0.9930232083032411
L52888,0,0.9955077931011141
L50342,0,0.988336840488491
L56101,0,0.9955077931011141
M23604,0,0.9955077931011141
L47319,0,0.988336840488491
L50821,0,0.9955077931011141
L56667,0,0.9955077931011141
L53162,0,0.9955077931011141
L55512,0,0.9955077931011141
L49957,0,0.9955077931011141
M23294,0,0.9924776988439629
M22987,0,0.9955077931011141
L51220,0,0.9955077931011141
L53263,0,0.9921658234736126
H30090,0,0.9955077931011141
M23169,0,0.9955077931011141
H38897,0,0.9955077931011141
H39306,0,0.9955077931011141
L56869,0,0.9955077931011141
L55853,0,0.9955077931011141
L54986,0,0.9955077931011141
L51908,0,0.9921658234736126
L54982,0,0.9930232083032411
L56907,0,0.9955077931011141
H39303,0,0.9955077931011141
M23774,0,0.9955077931011141
M22245,0,0.9955077931011141
M19597,0,0.9924776988439629
L51758,0,0.9924776988439629
L53345,0,0.9955077931011141
L48006,0,0.9955077931011141
L57152,0,0.9955077931011141
L54235,0,0.9955077931011141
L53076,0,0.9955077931011141
M23720,0,0.9955077931011141
L49061,0,0.9955077931011141
L49764,0,0.9955077931011141
M17973,0,0.9924776988439629
M15349,0,0.9955077931011141
L48489,0,0.9955077931011141
L52112,0,0.9955077931011141
L47647,0,0.9955077931011141
L55149,0,0.9955077931011141
L53202,0,0.9955077931011141
M15767,0,0.9955077931011141
L50363,0,0.9955077931011141
L47359,0,0.9924776988439629
L56425,0,0.9955077931011141
L49209,0,0.9955077931011141
L56199,0,0.9955077931011141
L50620,0,0.9955077931011141
H35949,0,0.9955077931011141
M17657,0,0.9955077931011141
L56716,0,0.9955077931011141
L47584,0,0.9924776988439629
L52558,0,0.988336840488491
L47427,0,0.9924776988439629
M24081,0,0.9955077931011141
M15279,0,0.9955077931011141
L47616,0,0.9955077931011141
M21604,0,0.9924776988439629
L49077,0,0.9955077931011141
L53503,0,0.9955077931011141
L53184,0,0.9955077931011141
L54071,0,0.9924776988439629
L53335,0,0.9955077931011141
L47897,0,0.9955077931011141
H30792,0,0.9955077931011141
L49478,0,0.9924776988439629
M18462,0,0.9955077931011141
L48897,0,0.9955077931011141
L54766,0,0.9955077931011141
H35640,0,0.9955077931011141
L54827,0,0.9955077931011141
L50763,0,0.9955077931011141
M24309,0,0.9955077931011141
L56895,0,0.9924776988439629
M24711,0,0.9955077931011141
L49054,0,0.988336840488491
L52597,0,0.9955077931011141
L57131,0,0.9955077931011141
L55017,0,0.9955077931011141
L52484,0,0.9955077931011141
L54040,0,0.9955077931011141
L49087,0,0.9955077931011141
L47351,0,0.9955077931011141
L49688,0,0.9955077931011141
M15131,0,0.9955077931011141
L54159,0,0.9955077931011141
L52937,0,0.9955077931011141
L49478,0,0.9955077931011141
L52316,0,0.9955077931011141
M19232,0,0.9955077931011141
M19269,0,0.9955077931011141
H38515,0,0.9955077931011141
L53699,0,0.9955077931011141
H36081,0,0.9955077931011141
M16449,0,0.9955077931011141
M18293,0,0.9955077931011141
L50106,0,0.9955077931011141
L54082,0,0.9955077931011141
L50899,0,0.9955077931011141
M17771,0,0.9955077931011141
L48834,0,0.9955077931011141
L55142,0,0.9955077931011141
M18080,0,0.9955077931011141
H33555,0,0.9955077931011141
L51419,0,0.9955077931011141
L52773,0,0.9955077931011141
L48182,0,0.988336840488491
L52347,0,0.9955077931011141
M23295,0,0.9955077931011141
M17294,0,0.9924776988439629
L55258,0,0.9955077931011141
L54759,0,0.9955077931011141
L52965,0,0.9955077931011141
L48143,0,0.9955077931011141
L53132,0,0.9924776988439629
L51457,0,0.9955077931011141
H37078,0,0.9955077931011141
M15201,0,0.9955077931011141
M20973,0,0.9955077931011141
L52072,0,0.9955077931011141
L55934,0,0.9955077931011141
