PassengerId,Survived_pred
892,0.08418736368961126
893,0.5336250643194966
894,0.28659952641324593
895,0.11119917869678257
896,0.3411223445835548
897,0.100781893470567
898,0.4811617157139182
899,0.09085909625971243
900,0.8791715092249106
901,0.09548733876260614
902,0.09378082888894328
903,0.17272245379123569
904,0.9663757911016644
905,0.14852586146340827
906,0.9659852507282486
907,0.9181535582279772
908,0.1165786552725332
909,0.30490413702822716
910,0.4341756392544125
911,0.767538806744455
912,0.26605466905550323
913,0.48714773539616146
914,0.9566685738919956
915,0.3110039646605524
916,0.9645749557717183
917,0.07994723151147892
918,0.9744697953545132
919,0.30490413702822716
920,0.5699178713941376
921,0.15107718120024805
922,0.08038728651558084
923,0.14294849301809087
924,0.7155562910837223
925,0.09096129875371846
926,0.5330090026958361
927,0.2389083079357041
928,0.20204253838989641
929,0.24337811947211188
930,0.11119917869678257
931,0.4982219249306217
932,0.10619701926965441
933,0.3700149654737774
934,0.08469870610329872
935,0.9523851109939129
936,0.9731218681045684
937,0.13815460227166756
938,0.2588062798467213
939,0.140881909670816
940,0.9613717025782508
941,0.7726223058545104
942,0.11869862303044365
943,0.26796964320415423
944,0.9554286182913491
945,0.9642534248315637
946,0.1323995409968415
947,0.04553460357989406
948,0.08469870610329872
949,0.10333777833090188
950,0.09898639284952973
951,0.9780881805558648
952,0.08564480883271303
953,0.21545577845921343
954,0.12167758959206285
955,0.8215354613265219
956,0.2366828735877927
957,0.9231088309835334
958,0.636767790965047
959,0.10650590934746423
960,0.24923775755910033
961,0.9271264264074544
962,0.5411554968064102
963,0.09466216675731244
964,0.5241513575689486
965,0.24312504136599386
966,0.9780881805558648
967,0.17976170203105232
968,0.11430093578929025
969,0.9500364050259081
970,0.12066603348433379
971,0.5411554968064102
972,0.9440553119954053
973,0.06614672405480693
974,0.18505876902858415
975,0.09378082888894328
976,0.12494269098643015
977,0.1253122541012691
978,0.799283167501083
979,0.24337811947211188
980,0.7040120563658083
981,0.9561166314922253
982,0.23135570896524713
983,0.1429016292336587
984,0.8642142305454553
985,0.11430093578929025
986,0.37845253399881085
987,0.1441711558019674
988,0.9725298146170034
989,0.13815460227166756
990,0.41764339166029285
991,0.10719406648177349
992,0.9755870854663471
993,0.10753932201478124
994,0.140881909670816
995,0.1441711558019674
996,0.3940533099872479
997,0.09548733876260614
998,0.10074002519932246
999,0.140881909670816
1000,0.11119917869678257
1001,0.10947111383766563
1002,0.12073400715367658
1003,0.7040120563658083
1004,0.9497121573761803
1005,0.6884149136276138
1006,0.9785395595388933
1007,0.25506516653453437
1008,0.05921382339923201
1009,0.9127743343165727
1010,0.5309763367212239
1011,0.9509826447181834
1012,0.9599609233901653
1013,0.140881909670816
1014,0.9736415684974824
1015,0.0828632685917449
1016,0.140881909670816
1017,0.7176658332227761
1018,0.1441711558019674
1019,0.8723753393368159
1020,0.1165786552725332
1021,0.11430093578929025
1022,0.20668163273946943
1023,0.20054849578706135
1024,0.05720474622720764
1025,0.05921382339923201
1026,0.08469870610329872
1027,0.09466216675731244
1028,0.407333533809411
1029,0.12066603348433379
1030,0.24337811947211188
1031,0.030359909886577243
1032,0.05368412280607952
1033,0.87328310737773
1034,0.37230582205253426
1035,0.10753932201478124
1036,0.3803923732459515
1037,0.12702385079208162
1038,0.12582807422825634
1039,0.11430093578929025
1040,0.3700149654737774
1041,0.09194417824341612
1042,0.9744697953545132
1043,0.1197043563171786
1044,0.05663421855220002
1045,0.7656950165295364
1046,0.11336089076588665
1047,0.10333777833090188
1048,0.9731083499721377
1049,0.41764339166029285
1050,0.3803923732459515
1051,0.6733962784631774
1052,0.8265024460454402
1053,0.7892824449808705
1054,0.8722690452179129
1055,0.06871104116386886
1056,0.1165786552725332
1057,0.41992815137001044
1058,0.12652502620107178
1059,0.10133482274633453
1060,0.9266793127425497
1061,0.3337218036166395
1062,0.0828632685917449
1063,0.5724939618609052
1064,0.10713509400355321
1065,0.12325130806984501
1066,0.07913346923331102
1067,0.950966338663385
1068,0.9634644305178744
1069,0.20018360333314408
1070,0.9623715888922174
1071,0.9633685436035003
1072,0.12066603348433379
1073,0.3606940173404155
1074,0.9578585448184634
1075,0.140881909670816
1076,0.9064230850856528
1077,0.09925167253832332
1078,0.8916536350828496
1079,0.10362695276118229
1080,0.07092120407286889
1081,0.1165786552725332
1082,0.09925167253832332
1083,0.19426791007547498
1084,0.3533209495448608
1085,0.06558882915713334
1086,0.6426953876651899
1087,0.08469870610329872
1088,0.9500353022060934
1089,0.41764339166029285
